start	end	text
494000	498000	同样还是以运行时间最长的分支,
498000	500000	作为时间复杂度的依据,
500000	504000	因此这里的时间复杂度就是n平方。
504000	507000	现在可以暂停视频理解一下。
509000	510000	接下来,
510000	512000	我们再来看一下一些常见
512000	515000	而又奇奇怪怪的时间复杂度,
515000	517000	现在可以暂停视频思考一下,
517000	520000	这个函数的时间复杂度是多少。
524000	527000	我们先来看一下总的执行次数tn,
527000	529000	当i等于0的时候,
529000	532000	理程循环就会执行n次,
532000	534000	当i等于1的时候,
534000	537000	理程循环就会执行n-1次,
537000	539000	当i等于2的时候,
539000	542000	理程循环就会执行n-2次,
543000	545000	然后每当i增加1,
545000	548000	理程循环就会少执行一次,
548000	550000	当i等于n-2的时候,
550000	553000	理程循环就会执行两次,
553000	555000	当i等于n-1的时候,
555000	558000	理程循环就会执行一次,
558000	561000	然后我们只要把n个理程循环
561000	564000	执行的次数相加,
564000	568000	就会得出总执行次数的不精确的结果,
568000	570000	如果刚才没有想出来的话,
570000	572000	现在可以暂停视频求一下
572000	574000	最后的时间复杂度。
577000	581000	最后得出的时间复杂度就是Om平方,
581000	583000	如果刚才没有做出来的话,
583000	585000	现在可以暂停视频理解一下。
585000	587000	接下来我们再看一个函数,
587000	589000	现在可以暂停视频思考一下
589000	592000	这个函数的时间复杂度是多少。
595000	598000	我们假设在n是8的情况
598000	601000	还有在n是16的情况下,
601000	604000	看一下函数Prince f的执行次数,
604000	607000	我们先玩一下n等于8的情况。
607000	609000	首先执行的是,
609000	612000	声名变量i比较少,
612000	614000	首先执行的是,
614000	617000	声名变量i并且初始化为1,
617000	620000	现在i保存的值是1。
620000	622000	接着执行判断,
622000	624000	由于1小于8是成立的,
624000	627000	所以执行函数Prince f,
627000	630000	Prince f执行次数加1,
630000	632000	然后执行i等于2,
632000	634000	i变成了2。
636000	638000	接着执行判断,
638000	640000	由于2小于8是成立的,
640000	643000	所以执行函数Prince f,
643000	646000	Prince f执行次数加1,
646000	648000	然后执行i等于2,
648000	650000	i变成了4。
652000	654000	接着执行判断,
654000	656000	由于4小于8是成立的,
656000	659000	所以执行函数Prince f,
659000	661000	Prince f执行次数加1,
661000	664000	然后执行i等于2,
664000	666000	i变成了8。
666000	668000	接着执行判断,
668000	670000	由于4小于8是不成立的,
670000	672000	所以T8等于3。
674000	677000	然后我们来数一下T16,
677000	679000	由于前面的执行是一样的,
679000	681000	我们就不重复了,
681000	683000	用现在的数据继续执行,
683000	686000	由于8小于16是成立的,
686000	689000	所以执行函数Prince f,
689000	691000	Prince f执行次数加1,
691000	694000	然后执行i等于2,
694000	696000	i变成了16。
696000	697000	接着执行判断,
697000	700000	由于16小于16是不成立的,
700000	703000	所以T16等于4。
705000	706000	当然,
706000	710000	现在的T除了Prince f执行的次数以外,
710000	713000	应该还有i乘等2的次数,
713000	715000	还有判断的次数,
715000	718000	还有i初始化的次数。
718000	720000	不过,这些都不重要,
720000	724000	因为在减化成时间复杂度的时候都会省略掉,
724000	727000	所以我们还是先去掉。
727000	730000	现在可以暂停视频观察一下规律。
733000	737000	对执行次数主要的影响来源于i乘等2,
737000	740000	每次都是i变成原来的2倍。
740000	742000	仔细观察就会发现,
742000	745000	T8和8的关系就是,
745000	748000	2的T8次方等于8,
748000	751000	T16和16的关系就是,
751000	754000	2的T16次方等于16。
754000	757000	所以,Tn和n的关系就是,
757000	760000	2的Tn次方等于n。
760000	762000	如果刚才没有找出规律的话,
762000	764000	现在可以暂停视频理解一下。
767000	771000	当然,这样是没办法表示时间复杂度的,
771000	775000	我们还是需要把Tn放到等号的左边,
775000	778000	也就是Tn等于log2n。
779000	783000	不过,这只是统计了printf的执行次数,
783000	785000	写完整一点就是,
785000	788000	3xlog2n加2。
788000	792000	由于时间复杂度需要去掉常数和系数,
792000	796000	所以时间复杂度就是log2n。
796000	800000	不过log的底数跟系数是一样的,
800000	802000	也需要去掉。
802000	805000	最后正确的时间复杂度应该是,
806000	810000	可能有些小伙伴不知道什么是对数,
810000	813000	接下来简单的补充一下什么是对数。
813000	816000	如果A的问号次方等于B,
816000	819000	假设我们是知道A和B具体的数值,
819000	822000	我们需要求的是问号是多少。
822000	825000	为了方便表示,我们可以使用对数,
825000	829000	把式子表示成logAB。
829000	831000	这条等式左边叫做,
831000	835000	现在可以暂停视频理解一下这个算法的时间复杂度。
839000	842000	最重要的内容放在了最后,
842000	846000	由于时间复杂度是用来描述算法的快慢的,
846000	850000	那么我们肯定要对比一下常见的时间复杂度的速度。
852000	854000	横坐标是数据量,
854000	857000	纵坐标是时间复杂度。
857000	860000	通过这个图我们就可以很容易看出来,
860000	862000	随着数据量增多,
862000	865000	而导致时间复杂度的变化。
865000	868000	现在,纵坐标轴的最大指示是,
868000	870000	我们一个个来对比一下。
870000	873000	首先是现在看到的O1,
873000	875000	随着数据量增大,
875000	878000	时间复杂度是没有变化的。
878000	881000	接着是OlogN,
881000	884000	随着数据量越来越大,
884000	887000	随着数据量越来越大,
887000	890000	时间复杂度的增加速度越来越小,
890000	893000	慢慢趋向于一条直线。
893000	897000	接着,纵坐标轴的最大指示调到了100,
897000	899000	现在是ON,
899000	903000	数据量增大多少,时间复杂度就会增大多少。
905000	908000	接着是ONlogN,
908000	910000	比ON慢一点。
910000	913000	接着是ON平方,
913000	918000	随着数据量增大,时间复杂度增加得越剧烈。
919000	923000	接着,纵坐标轴的最大指示调到了100,
923000	926000	现在是ON的三次方,
926000	929000	它比ON平方慢很多。
929000	932000	而且,随着数据量增大,
932000	936000	执行的速度跟ON平方就会相差越来越大。
936000	939000	接着是ON2的N次方,
939000	943000	一点数据量就会使程序卡得没办法运行。
943000	946000	现在我们需要思考一下,
946000	949000	时间复杂度由快到慢应该怎样排序。
951000	954000	根据多年来的编程经验告诉我,
954000	958000	由快到慢就是O1,OlogN,ON,
958000	961000	ONlogN,ON平方,ON3次方,
961000	964000	O2的N次方,
964000	967000	就像现在看到的表格的顺序。
967000	970000	嗯,我果然是个天才。
970000	973000	现在可以在您视频理解一下。
977000	980000	最后,我们再做一道题目,
980000	983000	这是2015年NOIP普及组单选19题。
983000	986000	它有四个选项,
986000	989000	A自己算,B自己算,CD还是自己算,
989000	992000	现在可以在您视频算一下。
992000	995000	现在我们开始套玩行为,
995000	998000	TN-1,我们可以把N-1作为参数,
998000	1001000	再代入到题目的式子里面,
1001000	1004000	然后就求出了下一步。
1004000	1007000	接着,我们可以把N-2作为参数,
1007000	1010000	再代入到题目的式子里面,
1010000	1013000	然后就又求出了下一步。
1013000	1016000	由于传给N的时餐
1016000	1019000	代表一个明确的整数,
1019000	1022000	所以只要我们坚持套玩行为,
1022000	1025000	总有一天我们可以把T0算到出现,
1025000	1028000	也就是我们现在看到的这样子。
1028000	1031000	由于T0等于1,
1031000	1034000	所以就算成了这样子。
1034000	1037000	最终结果就是这样子。
1037000	1040000	我们保留最高次项,然后去掉系数,
1040000	1043000	得出了时间复杂度,ON平方。
